type,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,longitude,latitude
3,0,0,0,0.033,0.072,0.054,0.094,0.094,0.078,0.095,0.142,0.216,0.196,0.169,0.139,0.109,117.246543,39.13098606
3,0,0,0.015,0.01,0.01,0.009,0.01,0.009,0.008,0.009,0.01,0.01,0.009,0,0,0,117.287178,39.04683919
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.3001343,39.07455295
3,0,0,0.016,0.048,0.085,0.066,0.104,0.104,0.124,0.17,0.275,0.445,0.428,0.4,0.37,0.34,117.2606535,39.09751356
3,0,0,0.015,0.04,0.051,0.018,0.045,0.045,0.019,0,0.019,0.08,0.056,0.027,0,0,117.3081261,39.1281033
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2761732,39.07016113
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0.009,0.008,0,0,0,0,117.2768506,39.11342529
3,0,0,0.018,0.04,0.075,0.052,0.08,0.08,0.061,0.079,0.115,0.145,0.121,0.092,0.062,0.032,117.2465975,39.05558404
3,0,0,0.014,0.009,0.01,0,0.01,0.009,0,0.01,0.01,0.01,0,0,0,0,117.2720003,39.04166178
3,0,0,0.035,0.077,0.061,0.038,0.091,0.091,0.073,0.05,0.078,0.202,0.182,0.155,0.126,0.096,117.3239415,39.10308621
3,0,0,0.028,0.085,0.11,0.087,0.115,0.115,0.097,0.075,0.094,0.16,0.155,0.132,0.103,0.073,117.313737,39.10795546
3,0,0,0.011,0.009,0,0,0.009,0.009,0,0,0.011,0.009,0,0,0,0,117.3236146,39.11832086
3,0,0,0.018,0.052,0.091,0.07,0.103,0.103,0.08,0.096,0.134,0.158,0.118,0.08,0.045,0.013,117.2459361,39.05912435
3,0,0,0.012,0.016,0.023,0,0.01,0.009,0,0.009,0.009,0.009,0.008,0,0,0,117.2798611,39.07334201
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.3113376,39.06810601
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.01,0.009,0,0,0,117.2440489,39.17760986
3,0,0,0,0.017,0.039,0.016,0.043,0.043,0.022,0,0.018,0.075,0.115,0.106,0.078,0.048,117.3055303,39.14855849
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0.003,0,0.023,0.076,0.077,0.068,0.048,0.018,117.3073248,39.12428765
3,0,0,0,0.01,0.01,0.003,0.009,0.009,0.004,0.009,0.009,0.009,0.008,0,0,0,117.2579503,39.13172689
3,0,0,0.009,0.01,0.009,0,0.009,0.009,0,0,0.009,0.01,0,0,0,0,117.3175073,39.10399577
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0.009,0.009,0.014,0.032,0,0,0,0,117.2380805,39.081521
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2336575,39.05898031
3,0,0,0,0.014,0.017,0,0.022,0.022,0,0,0.013,0.053,0.025,0,0,0,117.2994203,39.1269911
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2757389,39.14531467
3,0,0,0.033,0.181,0.329,0.308,0.474,0.474,0.458,0.441,0.487,0.698,0.681,0.654,0.624,0.594,117.2827162,39.11077582
3,0,0,0.027,0.076,0.09,0.067,0.116,0.116,0.098,0.079,0.107,0.175,0.151,0.123,0.093,0.063,117.3172049,39.07601237
3,0,0,0,0.01,0.01,0,0.009,0.009,0,0,0.01,0.009,0.009,0,0,0,117.2937085,39.14722656
3,0,0,0.01,0.01,0.009,0,0.01,0.009,0,0,0.009,0.009,0,0,0,0,117.3036556,39.09893934
3,0,0,0,0.031,0.072,0.056,0.096,0.096,0.089,0.094,0.128,0.199,0.178,0.151,0.121,0.091,117.2503467,39.12538059
3,0,0,0.019,0.049,0.078,0.056,0.103,0.103,0.085,0.064,0.086,0.215,0.2,0.174,0.144,0.114,117.3078035,39.1157015
3,0,0,0.013,0.009,0.01,0,0.01,0.009,0,0.009,0.009,0.063,0.078,0.053,0.023,0,117.284608,39.0824273
3,0,0,0.01,0.009,0,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.3227753,39.11084961
3,0,0,0.01,0.009,0.052,0.03,0.072,0.072,0.055,0.074,0.101,0.167,0.142,0.115,0.085,0.055,117.2789757,39.08225694
3,0,0,0,0.029,0.065,0.046,0.081,0.081,0.062,0.044,0.085,0.164,0.168,0.142,0.112,0.082,117.2649981,39.14580594
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0.009,0.009,0.01,0,0,0,0,117.2263816,39.15090441
3,0,0,0.015,0.065,0.125,0.093,0.123,0.123,0.114,0.104,0.117,0.177,0.098,0.056,0.025,0,117.2688029,39.1068061
3,0,0,0.011,0.017,0.049,0.022,0.064,0.064,0.037,0.013,0.031,0.108,0.078,0.052,0.022,0,117.3049753,39.1120223
3,0,0,0,0.01,0.01,0.001,0.013,0.013,0.004,0,0.01,0.097,0.11,0.065,0.015,0,117.3048161,39.15131592
3,0,0,0,0.033,0.071,0.054,0.093,0.093,0.112,0.132,0.177,0.242,0.221,0.194,0.164,0.134,117.2358846,39.11530138
3,0,0,0.01,0.009,0.011,0,0.045,0.045,0.028,0.006,0.029,0.126,0.1,0.069,0.037,0.007,117.3174108,39.11005046
3,0,0,0,0.021,0.042,0.01,0.027,0.027,0.004,0,0.054,0.125,0.137,0.104,0.07,0.038,117.2566889,39.17394613
3,0,0,0,0.014,0.02,0.003,0.039,0.039,0.019,0,0.065,0.134,0.162,0.136,0.106,0.076,117.2713154,39.16755588
3,0,0,0.019,0.04,0.071,0.049,0.077,0.077,0.057,0.076,0.108,0.14,0.116,0.087,0.057,0.027,117.2522135,39.05732558
3,0,0,0.023,0.069,0.149,0.126,0.178,0.178,0.161,0.187,0.274,0.339,0.314,0.285,0.255,0.225,117.239311,39.05631185
3,0,0,0,0.023,0.053,0.035,0.065,0.065,0.051,0.029,0.048,0.109,0.106,0.084,0.055,0.025,117.3082449,39.1311244
3,0,0,0,0.009,0.009,0,0.01,0.009,0,0,0.009,0.021,0.036,0.009,0,0,117.2935221,39.13924723
3,0,0,0.017,0.019,0.099,0.086,0.14,0.14,0.127,0.157,0.206,0.29,0.254,0.218,0.188,0.158,117.2770085,39.06467855
3,0,0,0.027,0.08,0.157,0.093,0.148,0.148,0.094,0.057,0.071,0.207,0.127,0.068,0.031,0.001,117.2991062,39.09990397
3,0,0,0.01,0.009,0.047,0.023,0.049,0.049,0.042,0.047,0.062,0.071,0.039,0.01,0,0,117.2371517,39.06648329
3,0,0,0.01,0.009,0.041,0.02,0.066,0.066,0.05,0.07,0.106,0.19,0.167,0.139,0.109,0.079,117.2677767,39.08940186
3,0,0,0.031,0.06,0.124,0.104,0.145,0.145,0.126,0.15,0.215,0.29,0.278,0.248,0.218,0.188,117.2497984,39.04354845
3,0,0,0.01,0.01,0.01,0,0.009,0.009,0,0,0.009,0.091,0.07,0.044,0.014,0,117.2997276,39.10743381
3,0,0,0,0.026,0.055,0.037,0.076,0.076,0.059,0.078,0.132,0.211,0.192,0.165,0.135,0.105,117.2416794,39.13693766
3,0,0,0.021,0.04,0.056,0.027,0.048,0.048,0.025,0.042,0.053,0.079,0.054,0.024,0,0,117.2759329,39.05390571
3,0,0,0.009,0.01,0.009,0,0.009,0.01,0,0,0.009,0.009,0,0,0,0,117.3003301,39.10996311
3,0,0,0,0.015,0.036,0.008,0.036,0.036,0.007,0,0.037,0.081,0.059,0.013,0,0,117.2647157,39.15122016
3,0,0,0.021,0.055,0.088,0.066,0.144,0.144,0.233,0.216,0.252,0.341,0.336,0.304,0.264,0.234,117.2944181,39.10021484
3,0,0,0,0.014,0.01,0,0.011,0.011,0,0,0.011,0.032,0.036,0.008,0,0,117.2963281,39.13974637
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.012,0.009,0,0,0,117.268355,39.13579834
3,0,0,0.01,0.009,0.048,0.039,0.109,0.109,0.098,0.142,0.267,0.344,0.351,0.322,0.292,0.262,117.2464317,39.04025635
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0.009,0.008,0.009,0,0,0,0,117.2788363,39.05481093
3,0,0,0,0.042,0.103,0.078,0.106,0.106,0.102,0.102,0.111,0.15,0.121,0.088,0.058,0.028,117.2468142,39.11506917
3,0,0,0.009,0.009,0.009,0,0.01,0.009,0,0,0.009,0.082,0.064,0.038,0.008,0,117.317175,39.12254178
3,0,0,0,0.009,0.009,0,0.01,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.2605783,39.11235948
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2911,39.14656169
3,0,0,0.016,0.036,0.06,0.038,0.071,0.071,0.053,0.035,0.052,0.108,0.084,0.055,0.026,0,117.2969765,39.10619086
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2747323,39.09214952
3,0,0,0.01,0.009,0.009,0,0.027,0.027,0.011,0.034,0.082,0.131,0.084,0.049,0.019,0,117.2526598,39.07344455
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.093,0.091,0.066,0.036,0.006,117.2766951,39.13568658
3,0,0,0,0.064,0.193,0.18,0.237,0.237,0.265,0.299,0.397,0.496,0.468,0.441,0.411,0.381,117.2372713,39.13272895
3,0,0,0.013,0.011,0.027,0.008,0.01,0.01,0.01,0.018,0.057,0.104,0.049,0.019,0,0,117.2469618,39.09643989
3,0,0,0.031,0.074,0.142,0.159,0.216,0.216,0.217,0.246,0.312,0.354,0.328,0.298,0.268,0.238,117.2643848,39.04427056
3,0,0,0.01,0.011,0.065,0.037,0.092,0.092,0.073,0.051,0.073,0.168,0.135,0.098,0.065,0.035,117.3118018,39.10547065
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2488024,39.15497993
3,0,0,0,0.009,0.01,0.005,0.009,0.009,0.007,0,0.009,0.009,0.009,0,0,0,117.2759017,39.12552979
3,0,0,0.009,0.01,0.01,0,0.009,0.009,0,0.009,0.018,0.052,0.027,0,0,0,117.2729788,39.05303141
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0.009,0.009,0.026,0.017,0,0,0,117.2473147,39.12749756
3,0,0,0.011,0.018,0.009,0,0.014,0.014,0,0,0.012,0.013,0,0,0,0,117.3042733,39.10711236
3,0,0,0.01,0.009,0.009,0.008,0.009,0.009,0.008,0.02,0.079,0.187,0.194,0.169,0.139,0.109,117.2798177,39.05681586
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0.009,0.036,0.1,0.082,0.054,0.024,0,117.2322852,39.10408719
3,0,0,0,0.009,0,0,0.01,0.009,0,0,0.01,0.009,0.009,0,0,0,117.3174156,39.15336778
3,0,0,0.01,0.009,0.01,0,0.021,0.021,0,0,0.012,0.081,0.06,0.033,0.003,0,117.3160159,39.08244086
3,0,0,0.01,0.01,0.047,0.022,0.061,0.061,0.036,0.013,0.029,0.104,0.078,0.052,0.022,0,117.3031722,39.1134885
3,0,0,0.018,0.046,0.093,0.074,0.102,0.102,0.081,0.096,0.107,0.133,0.091,0.064,0.034,0.004,117.2693764,39.07407416
3,0,0,0.028,0.072,0.272,0.28,0.329,0.329,0.321,0.345,0.392,0.508,0.491,0.463,0.433,0.403,117.29603,39.06593289
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2271525,39.14773166
3,0,0,0,0.017,0.02,0,0.017,0.017,0,0,0.02,0.035,0.019,0,0,0,117.2647654,39.14836263
3,0,0,0,0.017,0.057,0.041,0.093,0.093,0.08,0.063,0.124,0.192,0.179,0.141,0.112,0.082,117.2504953,39.14724772
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.253068,39.1459356
3,0,0,0.019,0.055,0.087,0.065,0.105,0.105,0.084,0.064,0.086,0.12,0.088,0.061,0.031,0.001,117.3035967,39.11596571
3,0,0,0,0.031,0.11,0.125,0.167,0.167,0.147,0.128,0.154,0.249,0.251,0.226,0.196,0.166,117.2719382,39.13664686
3,0,0,0,0.009,0.009,0.003,0.009,0.009,0.009,0.009,0.009,0.009,0.006,0,0,0,117.2430707,39.12704725
3,0,0,0,0.018,0.07,0.056,0.087,0.087,0.071,0.048,0.07,0.132,0.169,0.146,0.111,0.079,117.3009055,39.14794488
3,0,0,0,0.027,0.077,0.053,0.093,0.093,0.062,0.041,0.075,0.161,0.192,0.168,0.138,0.108,117.2803467,39.14387343
3,0,0,0.01,0.009,0,0,0.009,0.009,0,0,0.01,0.009,0,0,0,0,117.319863,39.10746148
3,0,0,0.011,0.01,0.054,0.05,0.091,0.091,0.074,0.101,0.143,0.228,0.216,0.187,0.157,0.127,117.2822705,39.04767334
3,0,0,0,0.009,0.01,0,0.01,0.009,0,0,0.009,0.088,0.071,0.044,0.014,0,117.2900575,39.12493924
3,0,0,0,0.029,0.096,0.077,0.128,0.128,0.109,0.088,0.142,0.226,0.247,0.222,0.192,0.162,117.2742358,39.15208876
3,0,0,0.013,0.025,0.085,0.066,0.117,0.117,0.101,0.085,0.106,0.174,0.153,0.126,0.096,0.066,117.2764171,39.10714193
3,0,0,0.02,0.076,0.108,0.081,0.121,0.121,0.097,0.075,0.098,0.161,0.136,0.107,0.076,0.046,117.3042524,39.12625895
3,0,0,0,0.01,0.01,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2604335,39.13734375
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0.009,0.008,0.008,0,0,0,0,117.2467223,39.03758789
3,0,0,0,0.019,0.05,0.03,0.061,0.061,0.041,0.021,0.06,0.128,0.148,0.122,0.092,0.062,117.2697274,39.15224311
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0,0.009,0.01,0.009,0,0,0,117.3092556,39.08583333
3,0,0,0,0.034,0.114,0.091,0.132,0.132,0.144,0.156,0.192,0.229,0.168,0.123,0.088,0.058,117.2272342,39.09038656
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2902642,39.11420519
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2740696,39.09425944
3,0,0,0,0.009,0.022,0.02,0.073,0.073,0.066,0.046,0.069,0.169,0.184,0.157,0.128,0.098,117.2818308,39.14037977
3,0,0,0,0.081,0.202,0.184,0.287,0.287,0.271,0.303,0.431,0.467,0.452,0.425,0.396,0.366,117.2482962,39.13266466
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.009,0,0.009,0.009,0.009,0,0,0,117.2752553,39.12875027
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2796685,39.15031386
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2615576,39.13940511
3,0,0,0.02,0.071,0.138,0.116,0.148,0.148,0.129,0.148,0.186,0.221,0.197,0.168,0.138,0.108,117.2525583,39.05472304
3,0,0,0.018,0.055,0.076,0.053,0.077,0.077,0.073,0.091,0.125,0.187,0.168,0.14,0.111,0.081,117.2618579,39.09984728
3,0,0,0.01,0.009,0.01,0,0.029,0.029,0.024,0.041,0.085,0.186,0.152,0.114,0.081,0.051,117.289955,39.08472059
3,0,0,0.018,0.061,0.107,0.089,0.133,0.133,0.156,0.182,0.238,0.35,0.33,0.302,0.272,0.242,117.2481513,39.09904188
3,0,0,0.017,0.014,0.004,0,0.01,0.009,0.001,0,0.01,0.056,0.009,0,0,0,117.3202227,39.1194062
3,0,0,0.011,0.048,0.112,0.107,0.164,0.164,0.183,0.193,0.22,0.313,0.307,0.28,0.25,0.221,117.2678225,39.11094618
3,0,0,0.021,0.057,0.099,0.072,0.101,0.101,0.077,0.091,0.111,0.163,0.13,0.091,0.058,0.028,117.2706548,39.0744401
3,0,0,0.017,0.069,0.152,0.145,0.201,0.201,0.187,0.17,0.193,0.287,0.249,0.222,0.192,0.162,117.2840706,39.11069716
3,0,0,0,0.029,0.066,0.048,0.086,0.086,0.069,0.087,0.233,0.35,0.333,0.306,0.276,0.246,117.2402498,39.1389266
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.29941,39.1156212
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0.009,0.01,0.01,0,0,0,0,117.2803784,39.04547635
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.307162,39.0912443
3,0,0,0,0.011,0.015,0,0.01,0.01,0,0,0.009,0.009,0.009,0,0,0,117.2464752,39.179611
3,0,0,0.019,0.051,0.099,0.076,0.11,0.11,0.093,0.11,0.121,0.117,0.09,0.061,0.031,0.001,117.2359926,39.0581071
3,0,0,0.013,0.026,0.09,0.072,0.111,0.111,0.135,0.16,0.218,0.264,0.241,0.212,0.182,0.152,117.227835,39.06999647
3,0,0,0.023,0.053,0.036,0.014,0.051,0.051,0.033,0.01,0.031,0.115,0.096,0.069,0.04,0.01,117.3206429,39.11190755
3,0,0,0.01,0.009,0.011,0,0.036,0.036,0.009,0.022,0.044,0.104,0.084,0.056,0.026,0,117.2710316,39.08674588
3,0,0,0.021,0.06,0.118,0.098,0.139,0.139,0.122,0.141,0.162,0.214,0.191,0.163,0.133,0.103,117.2726761,39.08201199
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.01,0.009,0.009,0,0,0,117.2456226,39.15713515
3,0,0,0,0.019,0.009,0,0.01,0.009,0,0,0.01,0.01,0.006,0,0,0,117.2937012,39.12924859
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.027,0.002,0,0,0,117.2812093,39.08306939
3,0,0,0.016,0.026,0.114,0.093,0.175,0.175,0.169,0.154,0.184,0.266,0.275,0.26,0.233,0.203,117.2868452,39.10006049
3,0,0,0,0.016,0.014,0,0.029,0.029,0.011,0.015,0.052,0.108,0.09,0.063,0.034,0.004,117.2478725,39.14097982
3,0,0,0,0.023,0.058,0.042,0.064,0.064,0.04,0.016,0.086,0.164,0.177,0.144,0.11,0.078,117.2577884,39.17196208
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2529291,39.13914958
3,0,0,0,0.023,0.037,0.02,0.054,0.054,0.067,0.08,0.111,0.151,0.116,0.081,0.048,0.018,117.233944,39.11716797
3,0,0,0,0.019,0.04,0.019,0.046,0.046,0.026,0.003,0.02,0.078,0.102,0.076,0.046,0.016,117.3029083,39.14280192
3,0,0,0,0.037,0.042,0,0.016,0.016,0.009,0.009,0.009,0.057,0.01,0,0,0,117.2417866,39.10769586
3,0,0,0,0.05,0.158,0.141,0.218,0.218,0.259,0.305,0.346,0.347,0.323,0.296,0.266,0.236,117.2406616,39.12843316
3,0,0,0.018,0.062,0.091,0.07,0.101,0.101,0.084,0.065,0.081,0.133,0.112,0.085,0.055,0.025,117.2879343,39.11657661
3,0,0,0.017,0.05,0.099,0.062,0.106,0.106,0.126,0.151,0.208,0.254,0.231,0.202,0.172,0.142,117.2276997,39.07304552
3,0,0,0.02,0.038,0.069,0.046,0.07,0.07,0.05,0.068,0.096,0.133,0.108,0.078,0.048,0.018,117.2737579,39.0450019
3,0,0,0.044,0.105,0.107,0.085,0.154,0.154,0.136,0.116,0.15,0.318,0.296,0.27,0.24,0.21,117.3183914,39.09256538
3,0,0,0.012,0.02,0.085,0.071,0.11,0.11,0.095,0.121,0.165,0.203,0.188,0.16,0.131,0.101,117.2435392,39.06744032
3,0,0,0.017,0.046,0.069,0.048,0.082,0.082,0.064,0.043,0.061,0.127,0.108,0.082,0.052,0.022,117.3044941,39.11839355
3,0,0,0.01,0.01,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2803415,39.10420654
3,0,0,0,0.01,0.071,0.029,0.096,0.096,0.132,0.165,0.228,0.313,0.269,0.221,0.175,0.136,117.2439201,39.10604085
3,0,0,0.019,0.035,0.019,0,0.026,0.026,0.008,0,0.016,0.064,0.045,0.018,0,0,117.3246224,39.10847656
3,0,0,0.022,0.048,0.033,0.01,0.043,0.043,0.026,0.004,0.022,0.092,0.076,0.049,0.02,0,117.3204829,39.10107747
3,0,0,0.01,0.009,0.076,0.076,0.156,0.156,0.217,0.275,0.341,0.464,0.492,0.467,0.437,0.407,117.2652441,39.10428792
3,0,0,0.02,0.066,0.08,0.03,0.066,0.066,0.037,0.011,0.023,0.072,0,0,0,0,117.2736108,39.1110574
3,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0.008,0.008,0.009,0,0,0,0,117.2482067,39.04013889
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2330463,39.14224962
3,0,0,0,0.012,0,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.3154202,39.14704807
3,0,0,0,0.041,0.134,0.123,0.158,0.158,0.176,0.195,0.264,0.42,0.452,0.427,0.397,0.367,117.2454229,39.10749213
3,0,0,0,0.042,0.084,0.067,0.121,0.121,0.149,0.18,0.24,0.319,0.298,0.271,0.241,0.211,117.2480233,39.12240533
3,0,0,0.02,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.3032517,39.09041857
3,0,0,0,0.047,0.124,0.106,0.139,0.139,0.121,0.125,0.162,0.218,0.2,0.173,0.144,0.114,117.2500966,39.14112712
3,0,0,0,0.019,0.01,0,0.009,0.009,0,0.009,0.009,0.01,0.003,0,0,0,117.2342036,39.14561876
3,0,0,0,0.023,0.044,0.02,0.048,0.048,0.027,0.003,0.025,0.089,0.113,0.09,0.062,0.033,117.3081505,39.13880887
3,0,0,0,0.01,0.009,0.009,0.029,0.029,0.04,0.067,0.249,0.399,0.364,0.313,0.262,0.228,117.2320101,39.14870551
3,0,0,0.019,0.073,0.126,0.112,0.168,0.168,0.176,0.166,0.194,0.258,0.255,0.242,0.219,0.188,117.3083811,39.12223036
3,0,0,0.037,0.117,0.335,0.311,0.332,0.332,0.307,0.321,0.346,0.375,0.338,0.308,0.278,0.248,117.2691751,39.04273058
3,0,0,0,0.009,0.009,0,0.01,0.01,0,0,0.009,0.05,0.082,0.063,0.03,0,117.2995028,39.1442787
3,0,0,0.023,0.031,0.065,0.042,0.068,0.068,0.048,0.068,0.118,0.209,0.213,0.188,0.158,0.128,117.2630341,39.04063205
3,0,0,0.023,0.047,0.089,0.067,0.117,0.117,0.104,0.088,0.111,0.178,0.16,0.135,0.105,0.075,117.2958957,39.08997748
3,0,0,0.011,0.024,0.009,0.009,0.009,0.01,0.009,0.003,0.009,0.01,0.009,0.007,0,0,117.3157468,39.09746094
3,0,0,0.017,0.058,0.095,0.064,0.089,0.089,0.063,0.074,0.105,0.142,0.095,0.059,0.027,0,117.2483976,39.07814128
3,0,0,0.024,0.051,0.089,0.071,0.112,0.112,0.099,0.08,0.1,0.175,0.174,0.147,0.118,0.088,117.3153885,39.08567193
3,0,0,0,0.021,0.042,0.014,0.05,0.05,0.025,0.001,0.024,0.109,0.105,0.058,0.023,0,117.294735,39.14954536
3,0,0,0,0.013,0.016,0,0.017,0.016,0,0,0.012,0.009,0,0,0,0,117.2930648,39.13511529
3,0,0,0,0.04,0.11,0.089,0.156,0.156,0.138,0.118,0.15,0.285,0.277,0.25,0.221,0.191,117.2925822,39.13171875
3,0,0,0,0.02,0.128,0.119,0.185,0.185,0.221,0.255,0.318,0.403,0.359,0.311,0.265,0.225,117.2459817,39.10438097
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.044,0.025,0,0,0,117.267704,39.13938232
3,0,0,0.022,0.058,0.09,0.053,0.073,0.073,0.043,0.055,0.085,0.104,0.067,0.029,0,0,117.2449626,39.05551758
3,0,0,0.016,0.025,0.01,0,0.01,0.009,0,0,0.01,0.018,0,0,0,0,117.3025345,39.11846653
1,4.807,5.021,4.999,5.025,5.027,4.995,4.995,5,5.03,4.992,5.043,5.001,4.979,4.977,4.999,5.027,117.2944851,39.07720378
3,0,0,0,0.038,0.08,0.057,0.088,0.088,0.062,0.074,0.088,0.108,0.067,0.039,0.009,0,117.2567288,39.12461155
3,0,0,0,0.01,0.054,0.036,0.075,0.075,0.056,0.037,0.1,0.163,0.192,0.176,0.146,0.116,117.2513669,39.15504747
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.01,0.008,0,0,0,117.2683241,39.07227458
3,0,0,0,0.01,0.01,0,0.009,0.009,0,0,0.009,0.01,0.008,0,0,0,117.2842445,39.12955648
3,0,0,0.019,0.069,0.101,0.075,0.135,0.135,0.117,0.1,0.124,0.215,0.179,0.152,0.122,0.092,117.2846764,39.11562771
3,0,0,0.027,0.073,0.119,0.064,0.119,0.119,0.148,0.187,0.218,0.238,0.177,0.149,0.119,0.089,117.2403223,39.07880615
3,0,0,0.013,0.022,0.035,0.005,0.031,0.031,0.006,0.016,0.025,0.055,0.014,0,0,0,117.2754867,39.09798069
3,0,0,0,0.039,0.095,0.078,0.144,0.143,0.186,0.247,0.315,0.384,0.361,0.334,0.304,0.274,117.2381896,39.10826118
3,0,0,0.025,0.009,0.009,0,0.009,0.009,0,0,0.009,0.01,0.009,0,0,0,117.3038094,39.07280572
3,0,0,0,0.012,0.009,0,0.009,0.01,0,0,0.01,0.075,0.01,0,0,0,117.2691306,39.13226969
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2456494,39.14079237
3,0,0,0.029,0.127,0.36,0.389,0.44,0.44,0.445,0.48,0.545,0.613,0.607,0.577,0.547,0.517,117.2599721,39.03924262
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.009,0,0,0,0,117.2458458,39.13656548
3,0,0,0.01,0.009,0.009,0,0.009,0.009,0.009,0.008,0.009,0.008,0,0,0,0,117.2685552,39.09642144
3,0,0,0.018,0.009,0.009,0,0.009,0.009,0,0,0.01,0.13,0.118,0.092,0.062,0.032,117.2952555,39.11593831
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.01,0.009,0,0,0,117.262513,39.16962158
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.2296227,39.10057454
3,0,0,0,0.023,0.081,0.064,0.115,0.115,0.096,0.115,0.155,0.214,0.192,0.165,0.135,0.105,117.250172,39.13683648
3,0,0,0,0.013,0,0,0.009,0.009,0,0,0.01,0.01,0.029,0.004,0,0,117.3128594,39.14661241
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0.009,0.009,0.008,0,0,0,0,117.2568962,39.12766466
3,0,0,0,0.072,0.132,0.114,0.166,0.166,0.146,0.165,0.207,0.265,0.242,0.215,0.185,0.155,117.2479959,39.13670492
3,0,0,0.026,0.081,0.147,0.126,0.197,0.197,0.181,0.162,0.191,0.291,0.27,0.244,0.214,0.184,117.2990427,39.10600586
3,0,0,0.017,0.035,0.068,0.047,0.082,0.082,0.066,0.083,0.107,0.146,0.109,0.081,0.051,0.021,117.2751004,39.0821186
3,0,0,0.022,0.033,0.011,0,0.024,0.024,0.003,0,0.015,0.042,0,0,0,0,117.3185487,39.08505914
3,0,0,0,0.018,0.059,0.059,0.133,0.133,0.186,0.254,0.321,0.376,0.337,0.309,0.281,0.257,117.2495676,39.11016357
3,0,0,0,0.016,0.018,0,0.013,0.013,0,0,0.01,0.066,0.102,0.085,0.054,0.023,117.2977428,39.13568387
3,0,0,0.018,0.009,0.01,0,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,117.2660265,39.09309028
